modelo,variante,seed,turno,origemId,destinoId,tipoEnviado,tipoAlvo,alvoDono,counter,Fatk,minimo,classif
llama3.1:8b,P0,4,9,5,7,arqueiro,arqueiro,neutra,neutro,3,3,otimo
llama3.1:8b,P0,4,10,11,7,arqueiro,arqueiro,neutra,neutro,1,4,suicidio
llama3.1:8b,P0,4,10,13,19,arqueiro,arqueiro,neutra,neutro,4,3,desperdicio
llama3.1:8b,P0,4,12,19,21,lanceiro,cavaleiro,neutra,sim,1,3,suicidio
llama3.1:8b,P0,4,14,15,17,arqueiro,arqueiro,neutra,neutro,5,3,desperdicio
llama3.1:8b,P0,4,15,15,17,lanceiro,arqueiro,neutra,nao,4,6,suicidio
llama3.1:8b,P0,5,1,1,21,lanceiro,arqueiro,neutra,nao,3,2,desperdicio
llama3.1:8b,P0,5,1,1,19,lanceiro,cavaleiro,neutra,sim,3,1,desperdicio
llama3.1:8b,P0,5,2,1,21,arqueiro,arqueiro,neutra,neutro,2,2,otimo
llama3.1:8b,P0,5,2,3,4,lanceiro,cavaleiro,neutra,sim,2,1,desperdicio
llama3.1:8b,P0,5,3,1,5,arqueiro,cavaleiro,neutra,nao,3,2,desperdicio
llama3.1:8b,P0,5,3,3,7,lanceiro,lanceiro,neutra,neutro,1,2,suicidio
llama3.1:8b,P0,5,4,21,9,arqueiro,arqueiro,neutra,neutro,2,2,otimo
llama3.1:8b,P0,5,4,21,19,arqueiro,cavaleiro,neutra,nao,4,2,desperdicio
llama3.1:8b,P0,5,6,21,9,arqueiro,arqueiro,neutra,neutro,1,2,suicidio
llama3.1:8b,P0,5,6,3,7,lanceiro,lanceiro,neutra,neutro,1,3,suicidio
llama3.1:8b,P0,5,7,11,19,lanceiro,cavaleiro,neutra,sim,4,2,desperdicio
llama3.1:8b,P0,5,8,21,13,lanceiro,lanceiro,neutra,neutro,1,3,suicidio
llama3.1:8b,P0,5,9,1,9,arqueiro,arqueiro,neutra,neutro,2,2,otimo
llama3.1:8b,P0,5,10,21,6,arqueiro,lanceiro,neutra,sim,1,3,suicidio
llama3.1:8b,P0,5,10,19,13,lanceiro,lanceiro,neutra,neutro,3,4,suicidio
llama3.1:8b,P0,5,13,1,9,lanceiro,arqueiro,neutra,nao,1,2,suicidio
