modelo,variante,seed,turno,origemId,destinoId,tipoEnviado,tipoAlvo,alvoDono,counter,Fatk,minimo,classif
llama3:latest,P0,4,3,1,13,lanceiro,cavaleiro,neutra,sim,1,1,otimo
llama3:latest,P0,4,3,3,15,lanceiro,lanceiro,neutra,neutro,6,2,desperdicio
llama3:latest,P0,4,4,1,13,lanceiro,cavaleiro,neutra,sim,1,1,otimo
llama3:latest,P0,4,5,1,7,lanceiro,arqueiro,neutra,nao,1,4,suicidio
llama3:latest,P0,4,7,1,11,lanceiro,lanceiro,neutra,neutro,2,3,suicidio
llama3:latest,P0,4,11,5,19,lanceiro,arqueiro,neutra,nao,1,6,suicidio
llama3:latest,P0,4,12,1,19,lanceiro,arqueiro,neutra,nao,2,6,suicidio
llama3:latest,P0,4,15,5,7,lanceiro,arqueiro,neutra,nao,3,8,suicidio
llama3:latest,P0,5,1,1,3,lanceiro,lanceiro,neutra,neutro,3,2,desperdicio
llama3:latest,P0,5,1,1,5,arqueiro,cavaleiro,neutra,nao,3,2,desperdicio
llama3:latest,P0,5,2,1,21,lanceiro,arqueiro,neutra,nao,2,2,otimo
llama3:latest,P0,5,2,3,9,lanceiro,arqueiro,neutra,nao,1,2,suicidio
llama3:latest,P0,5,3,1,21,lanceiro,arqueiro,neutra,nao,5,2,desperdicio
llama3:latest,P0,5,3,3,11,lanceiro,arqueiro,neutra,nao,2,2,otimo
llama3:latest,P0,5,5,1,9,lanceiro,arqueiro,neutra,nao,1,4,suicidio
llama3:latest,P0,5,6,1,9,lanceiro,arqueiro,neutra,nao,1,4,suicidio
llama3:latest,P0,5,6,5,19,arqueiro,cavaleiro,neutra,nao,2,4,suicidio
llama3:latest,P0,5,8,1,9,arqueiro,arqueiro,neutra,neutro,1,3,suicidio
llama3:latest,P0,5,10,1,9,arqueiro,arqueiro,neutra,neutro,1,4,suicidio
llama3:latest,P0,5,14,1,9,arqueiro,arqueiro,neutra,neutro,2,4,suicidio
