modelo,braco,seed,turno,origemId,destinoId,tipoEnviado,tipoAlvo,alvoDono,counter,Fatk,minimo,classif,gap,temLanceiro,exemploTipo,exemploNEnvios
qwen2.5:3b,E3,1,14,3,7,cavaleiro,cavaleiro,neutra,neutro,1,4,suicidio,3,0,cavaleiro,2
qwen2.5:3b,E3,1,14,5,9,cavaleiro,cavaleiro,neutra,neutro,1,4,suicidio,3,0,cavaleiro,2
qwen2.5:3b,E3,2,1,1,3,lanceiro,lanceiro,neutra,neutro,5,2,desperdicio,-3,1,lanceiro,3
qwen2.5:3b,E3,2,1,1,5,lanceiro,lanceiro,neutra,neutro,5,2,desperdicio,-3,1,lanceiro,3
qwen2.5:3b,E3,2,1,1,11,lanceiro,arqueiro,neutra,nao,5,2,desperdicio,-3,1,lanceiro,3
qwen2.5:3b,E3,2,2,1,3,lanceiro,lanceiro,neutra,neutro,1,2,suicidio,1,1,arqueiro,3
qwen2.5:3b,E3,2,2,1,5,lanceiro,lanceiro,neutra,neutro,1,2,suicidio,1,1,arqueiro,3
qwen2.5:3b,E3,2,3,1,7,lanceiro,cavaleiro,neutra,sim,1,1,otimo,0,1,lanceiro,2
qwen2.5:3b,E3,2,3,1,8,lanceiro,lanceiro,neutra,neutro,1,2,suicidio,1,1,lanceiro,2
qwen2.5:3b,E3,2,4,3,7,arqueiro,cavaleiro,neutra,nao,3,2,desperdicio,-1,0,lanceiro,2
qwen2.5:3b,E3,2,4,3,8,arqueiro,lanceiro,neutra,sim,3,1,desperdicio,-2,0,lanceiro,2
qwen2.5:3b,E3,2,5,5,9,arqueiro,lanceiro,neutra,sim,2,2,otimo,0,0,lanceiro,3
qwen2.5:3b,E3,2,9,5,21,arqueiro,arqueiro,neutra,neutro,2,3,suicidio,1,0,cavaleiro,1
qwen2.5:3b,E3,2,11,3,7,cavaleiro,cavaleiro,neutra,neutro,1,4,suicidio,3,0,arqueiro,2
qwen2.5:3b,E3,2,13,5,9,cavaleiro,lanceiro,neutra,nao,1,6,suicidio,5,0,cavaleiro,2
qwen2.5:3b,E3,2,15,5,9,lanceiro,lanceiro,neutra,neutro,1,6,suicidio,5,1,lanceiro,1
qwen2.5:3b,E3,3,1,1,3,lanceiro,cavaleiro,neutra,sim,5,1,desperdicio,-4,1,lanceiro,3
qwen2.5:3b,E3,3,1,1,5,lanceiro,arqueiro,neutra,nao,5,2,desperdicio,-3,1,lanceiro,3
qwen2.5:3b,E3,3,1,1,13,lanceiro,lanceiro,neutra,neutro,5,2,desperdicio,-3,1,lanceiro,3
qwen2.5:3b,E3,3,2,3,17,lanceiro,arqueiro,neutra,nao,2,2,otimo,0,1,arqueiro,1
qwen2.5:3b,E3,3,4,1,6,lanceiro,cavaleiro,neutra,sim,1,1,otimo,0,1,arqueiro,3
qwen2.5:3b,E3,3,4,1,7,lanceiro,cavaleiro,neutra,sim,1,1,otimo,0,1,arqueiro,3
qwen2.5:3b,E3,3,4,1,8,lanceiro,arqueiro,neutra,nao,1,2,suicidio,1,1,arqueiro,3
qwen2.5:3b,E3,3,6,3,9,arqueiro,arqueiro,neutra,neutro,1,3,suicidio,2,0,arqueiro,3
qwen2.5:3b,E3,3,6,5,7,lanceiro,cavaleiro,neutra,sim,5,2,desperdicio,-3,1,arqueiro,3
qwen2.5:3b,E3,3,7,3,9,arqueiro,arqueiro,neutra,neutro,2,3,suicidio,1,0,cavaleiro,1
qwen2.5:3b,E3,3,8,3,9,arqueiro,arqueiro,neutra,neutro,1,3,suicidio,2,0,lanceiro,3
qwen2.5:3b,E3,3,8,5,7,arqueiro,cavaleiro,neutra,nao,1,4,suicidio,3,0,lanceiro,3
qwen2.5:3b,E3,3,9,7,23,arqueiro,arqueiro,inimigo,neutro,1,3,suicidio,2,0,lanceiro,3
qwen2.5:3b,E3,3,10,7,19,arqueiro,arqueiro,neutra,neutro,3,4,suicidio,1,0,cavaleiro,3
qwen2.5:3b,E3,3,12,7,20,lanceiro,lanceiro,neutra,neutro,1,4,suicidio,3,1,lanceiro,1
qwen2.5:3b,E3,3,14,5,13,lanceiro,lanceiro,neutra,neutro,3,4,suicidio,1,1,lanceiro,2
qwen2.5:3b,E3,4,1,1,3,lanceiro,arqueiro,neutra,nao,5,2,desperdicio,-3,1,lanceiro,1
qwen2.5:3b,E3,4,2,1,3,lanceiro,arqueiro,neutra,nao,6,2,desperdicio,-4,1,lanceiro,2
qwen2.5:3b,E3,4,3,1,5,lanceiro,lanceiro,neutra,neutro,1,2,suicidio,1,1,arqueiro,2
qwen2.5:3b,E3,4,3,3,23,lanceiro,lanceiro,neutra,neutro,1,2,suicidio,1,1,arqueiro,2
qwen2.5:3b,E3,4,4,3,5,lanceiro,lanceiro,neutra,neutro,1,2,suicidio,1,1,lanceiro,1
qwen2.5:3b,E3,4,5,3,19,lanceiro,arqueiro,neutra,nao,2,4,suicidio,2,1,cavaleiro,1
qwen2.5:3b,E3,4,6,3,19,arqueiro,arqueiro,neutra,neutro,7,3,desperdicio,-4,0,arqueiro,1
qwen2.5:3b,E3,4,7,3,19,arqueiro,arqueiro,neutra,neutro,1,3,suicidio,2,0,cavaleiro,1
qwen2.5:3b,E3,4,11,19,17,arqueiro,arqueiro,neutra,neutro,8,4,desperdicio,-4,0,lanceiro,1
qwen2.5:3b,E3,4,13,17,5,arqueiro,lanceiro,neutra,sim,6,3,desperdicio,-3,0,cavaleiro,1
qwen2.5:3b,E3,5,1,1,3,lanceiro,lanceiro,neutra,neutro,5,2,desperdicio,-3,1,lanceiro,2
qwen2.5:3b,E3,5,1,1,5,lanceiro,cavaleiro,neutra,sim,5,1,desperdicio,-4,1,lanceiro,2
qwen2.5:3b,E3,5,2,3,7,lanceiro,lanceiro,neutra,neutro,3,2,desperdicio,-1,1,arqueiro,1
qwen2.5:3b,E3,5,4,1,9,lanceiro,arqueiro,neutra,nao,1,2,suicidio,1,1,lanceiro,3
qwen2.5:3b,E3,5,4,1,7,lanceiro,lanceiro,neutra,neutro,1,2,suicidio,1,1,lanceiro,3
qwen2.5:3b,E3,5,4,1,8,lanceiro,arqueiro,neutra,nao,1,2,suicidio,1,1,lanceiro,3
qwen2.5:3b,E3,5,5,5,9,cavaleiro,arqueiro,neutra,sim,1,2,suicidio,1,0,cavaleiro,2
qwen2.5:3b,E3,5,5,5,7,cavaleiro,lanceiro,neutra,nao,1,4,suicidio,3,0,cavaleiro,2
qwen2.5:3b,E3,5,8,5,9,arqueiro,arqueiro,neutra,neutro,1,3,suicidio,2,0,arqueiro,1
qwen2.5:3b,E3,5,9,5,6,lanceiro,lanceiro,neutra,neutro,2,3,suicidio,1,1,lanceiro,1
qwen2.5:3b,E3,5,10,3,7,arqueiro,lanceiro,neutra,sim,3,3,otimo,0,1,cavaleiro,1
qwen2.5:3b,E3,5,11,5,13,arqueiro,lanceiro,neutra,sim,2,3,suicidio,1,0,lanceiro,2
qwen2.5:3b,E3,5,12,5,7,cavaleiro,lanceiro,neutra,nao,1,6,suicidio,5,0,cavaleiro,3
qwen2.5:3b,E3,5,15,13,7,arqueiro,lanceiro,neutra,sim,4,4,otimo,0,0,arqueiro,2
qwen2.5:3b,E3,5,15,13,9,cavaleiro,arqueiro,neutra,sim,1,4,suicidio,3,0,arqueiro,2
