modelo,variante,seed,turno,origemId,destinoId,tipoEnviado,tipoAlvo,alvoDono,counter,Fatk,minimo,classif
qwen2.5:3b,P1,3,1,1,5,lanceiro,arqueiro,neutra,nao,5,2,desperdicio
qwen2.5:3b,P1,3,2,1,23,lanceiro,lanceiro,neutra,neutro,1,2,suicidio
qwen2.5:3b,P1,3,2,1,7,lanceiro,cavaleiro,neutra,sim,1,1,otimo
qwen2.5:3b,P1,3,3,3,7,arqueiro,cavaleiro,neutra,nao,3,2,desperdicio
qwen2.5:3b,P1,3,3,3,6,arqueiro,cavaleiro,neutra,nao,3,2,desperdicio
qwen2.5:3b,P1,3,4,3,7,lanceiro,cavaleiro,neutra,sim,2,1,desperdicio
qwen2.5:3b,P1,3,4,3,6,lanceiro,cavaleiro,neutra,sim,1,1,otimo
qwen2.5:3b,P1,3,5,3,23,lanceiro,lanceiro,neutra,neutro,1,3,suicidio
qwen2.5:3b,P1,3,5,5,9,arqueiro,arqueiro,neutra,neutro,2,3,suicidio
qwen2.5:3b,P1,3,6,5,13,cavaleiro,lanceiro,neutra,nao,1,4,suicidio
qwen2.5:3b,P1,3,7,5,7,lanceiro,cavaleiro,neutra,sim,1,2,suicidio
qwen2.5:3b,P1,3,8,5,7,lanceiro,cavaleiro,neutra,sim,1,2,suicidio
qwen2.5:3b,P1,3,8,5,8,lanceiro,arqueiro,neutra,nao,1,4,suicidio
qwen2.5:3b,P1,3,9,5,7,lanceiro,cavaleiro,neutra,sim,1,2,suicidio
qwen2.5:3b,P1,3,9,5,8,lanceiro,arqueiro,neutra,nao,1,4,suicidio
qwen2.5:3b,P1,3,10,5,7,lanceiro,cavaleiro,neutra,sim,1,2,suicidio
qwen2.5:3b,P1,3,10,5,9,lanceiro,arqueiro,neutra,nao,1,6,suicidio
qwen2.5:3b,P1,3,11,5,9,lanceiro,arqueiro,neutra,nao,1,6,suicidio
qwen2.5:3b,P1,3,11,5,8,lanceiro,arqueiro,neutra,nao,1,6,suicidio
qwen2.5:3b,P1,3,12,5,9,lanceiro,arqueiro,neutra,nao,1,6,suicidio
qwen2.5:3b,P1,3,13,7,10,lanceiro,cavaleiro,neutra,sim,1,3,suicidio
qwen2.5:3b,P1,3,14,7,21,lanceiro,,inimigo,neutro,4,1,desperdicio
qwen2.5:3b,P1,3,15,17,15,cavaleiro,cavaleiro,neutra,neutro,1,6,suicidio
qwen2.5:3b,P1,4,1,1,3,lanceiro,arqueiro,neutra,nao,5,2,desperdicio
qwen2.5:3b,P1,4,1,1,5,lanceiro,lanceiro,neutra,neutro,5,2,desperdicio
qwen2.5:3b,P1,4,2,1,3,lanceiro,arqueiro,neutra,nao,1,2,suicidio
qwen2.5:3b,P1,4,3,3,7,arqueiro,arqueiro,neutra,neutro,1,2,suicidio
qwen2.5:3b,P1,4,3,3,8,arqueiro,cavaleiro,neutra,nao,1,2,suicidio
qwen2.5:3b,P1,4,4,3,7,cavaleiro,arqueiro,neutra,sim,1,1,otimo
qwen2.5:3b,P1,4,7,5,7,lanceiro,arqueiro,neutra,nao,1,4,suicidio
qwen2.5:3b,P1,4,8,5,7,lanceiro,arqueiro,neutra,nao,1,4,suicidio
qwen2.5:3b,P1,4,8,5,6,arqueiro,arqueiro,neutra,neutro,2,3,suicidio
qwen2.5:3b,P1,4,9,3,7,lanceiro,arqueiro,neutra,nao,1,4,suicidio
qwen2.5:3b,P1,4,13,5,7,cavaleiro,arqueiro,neutra,sim,1,3,suicidio
qwen2.5:3b,P1,5,1,1,21,lanceiro,arqueiro,neutra,nao,4,2,desperdicio
qwen2.5:3b,P1,5,1,1,15,lanceiro,lanceiro,neutra,neutro,4,2,desperdicio
qwen2.5:3b,P1,5,2,1,3,cavaleiro,lanceiro,neutra,nao,1,2,suicidio
qwen2.5:3b,P1,5,2,1,4,cavaleiro,cavaleiro,neutra,neutro,1,2,suicidio
qwen2.5:3b,P1,5,3,21,3,lanceiro,lanceiro,neutra,neutro,1,2,suicidio
qwen2.5:3b,P1,5,3,21,4,lanceiro,cavaleiro,neutra,sim,1,1,otimo
qwen2.5:3b,P1,5,4,21,3,lanceiro,lanceiro,neutra,neutro,1,2,suicidio
qwen2.5:3b,P1,5,4,21,5,lanceiro,cavaleiro,neutra,sim,1,1,otimo
qwen2.5:3b,P1,5,8,21,13,arqueiro,lanceiro,neutra,sim,4,2,desperdicio
qwen2.5:3b,P1,5,10,1,3,lanceiro,lanceiro,neutra,neutro,1,4,suicidio
qwen2.5:3b,P1,5,10,1,6,lanceiro,lanceiro,neutra,neutro,1,4,suicidio
qwen2.5:3b,P1,5,14,5,3,lanceiro,lanceiro,neutra,neutro,1,4,suicidio
qwen2.5:3b,P1,5,14,5,7,lanceiro,lanceiro,neutra,neutro,1,4,suicidio
