modelo,braco,seed,turno,origemId,destinoId,tipoEnviado,tipoAlvo,alvoDono,counter,Fatk,minimo,classif,gap,temLanceiro,exemploTipo,exemploNEnvios
qwen2.5:3b,E1,2,3,1,7,lanceiro,cavaleiro,neutra,sim,1,1,otimo,0,1,lanceiro,2
qwen2.5:3b,E1,2,3,1,8,lanceiro,lanceiro,neutra,neutro,1,2,suicidio,1,1,lanceiro,2
qwen2.5:3b,E1,2,4,3,7,arqueiro,cavaleiro,neutra,nao,3,2,desperdicio,-1,0,lanceiro,2
qwen2.5:3b,E1,2,4,3,8,arqueiro,lanceiro,neutra,sim,3,1,desperdicio,-2,0,lanceiro,2
qwen2.5:3b,E1,2,5,5,9,arqueiro,lanceiro,neutra,sim,2,2,otimo,0,0,lanceiro,2
qwen2.5:3b,E1,2,9,5,9,cavaleiro,lanceiro,neutra,nao,1,4,suicidio,3,0,cavaleiro,2
qwen2.5:3b,E1,2,11,5,6,cavaleiro,cavaleiro,neutra,neutro,1,4,suicidio,3,0,arqueiro,2
qwen2.5:3b,E1,2,14,3,9,cavaleiro,lanceiro,neutra,nao,1,6,suicidio,5,0,cavaleiro,2
qwen2.5:3b,E1,2,15,3,9,lanceiro,lanceiro,neutra,neutro,1,6,suicidio,5,1,lanceiro,2
qwen2.5:3b,E1,3,1,1,3,lanceiro,cavaleiro,neutra,sim,5,1,desperdicio,-4,1,lanceiro,2
qwen2.5:3b,E1,3,2,1,5,lanceiro,arqueiro,neutra,nao,3,2,desperdicio,-1,1,arqueiro,2
qwen2.5:3b,E1,3,3,3,7,lanceiro,cavaleiro,neutra,sim,1,1,otimo,0,1,lanceiro,2
qwen2.5:3b,E1,3,4,3,7,lanceiro,cavaleiro,neutra,sim,2,1,desperdicio,-1,1,arqueiro,2
qwen2.5:3b,E1,3,4,3,6,lanceiro,cavaleiro,neutra,sim,2,1,desperdicio,-1,1,arqueiro,2
qwen2.5:3b,E1,3,7,1,7,lanceiro,cavaleiro,neutra,sim,2,2,otimo,0,1,cavaleiro,2
qwen2.5:3b,E1,3,7,3,6,lanceiro,cavaleiro,neutra,sim,2,2,otimo,0,1,cavaleiro,2
qwen2.5:3b,E1,3,8,1,23,lanceiro,lanceiro,neutra,neutro,1,3,suicidio,2,1,lanceiro,2
qwen2.5:3b,E1,3,8,1,9,lanceiro,arqueiro,neutra,nao,1,4,suicidio,3,1,lanceiro,2
qwen2.5:3b,E1,3,9,3,19,arqueiro,arqueiro,neutra,neutro,1,3,suicidio,2,0,lanceiro,2
qwen2.5:3b,E1,3,10,3,19,lanceiro,arqueiro,neutra,nao,3,6,suicidio,3,1,cavaleiro,2
qwen2.5:3b,E1,3,10,5,8,lanceiro,arqueiro,neutra,nao,3,6,suicidio,3,1,cavaleiro,2
qwen2.5:3b,E1,3,13,7,19,lanceiro,arqueiro,neutra,nao,2,6,suicidio,4,1,cavaleiro,2
qwen2.5:3b,E1,3,15,7,19,arqueiro,arqueiro,neutra,neutro,1,6,suicidio,5,0,lanceiro,2
qwen2.5:3b,E1,4,1,1,3,lanceiro,arqueiro,neutra,nao,5,2,desperdicio,-3,1,lanceiro,2
qwen2.5:3b,E1,4,1,1,5,lanceiro,lanceiro,neutra,neutro,5,2,desperdicio,-3,1,lanceiro,2
qwen2.5:3b,E1,4,2,1,3,lanceiro,arqueiro,neutra,nao,1,2,suicidio,1,1,lanceiro,2
qwen2.5:3b,E1,4,3,5,7,lanceiro,arqueiro,neutra,nao,3,2,desperdicio,-1,1,arqueiro,2
qwen2.5:3b,E1,4,3,5,6,lanceiro,arqueiro,neutra,nao,3,2,desperdicio,-1,1,arqueiro,2
qwen2.5:3b,E1,4,4,5,7,arqueiro,arqueiro,neutra,neutro,2,2,otimo,0,0,lanceiro,2
qwen2.5:3b,E1,4,4,3,6,lanceiro,arqueiro,neutra,nao,6,2,desperdicio,-4,1,lanceiro,2
qwen2.5:3b,E1,4,7,5,6,arqueiro,arqueiro,neutra,neutro,1,3,suicidio,2,0,cavaleiro,2
qwen2.5:3b,E1,4,7,5,7,arqueiro,arqueiro,neutra,neutro,1,3,suicidio,2,0,cavaleiro,2
qwen2.5:3b,E1,4,9,5,19,arqueiro,arqueiro,neutra,neutro,1,3,suicidio,2,0,lanceiro,2
qwen2.5:3b,E1,4,15,5,23,lanceiro,lanceiro,neutra,neutro,1,6,suicidio,5,1,lanceiro,2
qwen2.5:3b,E1,5,1,1,3,lanceiro,lanceiro,neutra,neutro,5,2,desperdicio,-3,1,lanceiro,2
qwen2.5:3b,E1,5,1,1,5,lanceiro,cavaleiro,neutra,sim,5,1,desperdicio,-4,1,lanceiro,2
qwen2.5:3b,E1,5,2,3,7,lanceiro,lanceiro,neutra,neutro,1,2,suicidio,1,1,arqueiro,2
qwen2.5:3b,E1,5,2,3,8,lanceiro,arqueiro,neutra,nao,1,2,suicidio,1,1,arqueiro,2
qwen2.5:3b,E1,5,4,3,23,arqueiro,arqueiro,neutra,neutro,1,2,suicidio,1,0,lanceiro,2
qwen2.5:3b,E1,5,5,1,7,lanceiro,lanceiro,neutra,neutro,1,3,suicidio,2,1,cavaleiro,2
qwen2.5:3b,E1,5,5,3,6,lanceiro,lanceiro,neutra,neutro,1,3,suicidio,2,1,cavaleiro,2
qwen2.5:3b,E1,5,6,3,7,arqueiro,lanceiro,neutra,sim,2,2,otimo,0,0,lanceiro,2
qwen2.5:3b,E1,5,7,3,9,lanceiro,arqueiro,neutra,nao,1,4,suicidio,3,1,cavaleiro,2
qwen2.5:3b,E1,5,7,5,9,lanceiro,arqueiro,neutra,nao,5,4,desperdicio,-1,1,cavaleiro,2
qwen2.5:3b,E1,5,8,21,19,cavaleiro,cavaleiro,neutra,neutro,1,3,suicidio,2,0,arqueiro,2
qwen2.5:3b,E1,5,8,21,18,cavaleiro,,inimigo,neutro,1,1,otimo,0,0,arqueiro,2
qwen2.5:3b,E1,5,10,5,7,cavaleiro,lanceiro,neutra,nao,1,6,suicidio,5,0,cavaleiro,2
qwen2.5:3b,E1,5,10,5,12,cavaleiro,lanceiro,neutra,nao,1,6,suicidio,5,0,cavaleiro,2
qwen2.5:3b,E1,5,11,5,7,lanceiro,lanceiro,neutra,neutro,1,4,suicidio,3,1,lanceiro,2
qwen2.5:3b,E1,5,11,5,13,lanceiro,lanceiro,neutra,neutro,1,4,suicidio,3,1,lanceiro,2
qwen2.5:3b,E1,5,14,5,7,cavaleiro,lanceiro,neutra,nao,1,6,suicidio,5,0,cavaleiro,2
qwen2.5:3b,E1,5,14,5,6,cavaleiro,lanceiro,neutra,nao,1,6,suicidio,5,0,cavaleiro,2
