modelo,variante,seed,turno,origemId,destinoId,tipoEnviado,tipoAlvo,alvoDono,counter,Fatk,minimo,classif
llama3:latest,P1,3,4,3,23,lanceiro,lanceiro,neutra,neutro,4,2,desperdicio
llama3:latest,P1,3,5,5,7,lanceiro,cavaleiro,neutra,sim,4,2,desperdicio
llama3:latest,P1,3,5,1,23,arqueiro,lanceiro,neutra,sim,1,2,suicidio
llama3:latest,P1,3,8,3,13,lanceiro,lanceiro,neutra,neutro,1,3,suicidio
llama3:latest,P1,3,9,3,13,lanceiro,lanceiro,neutra,neutro,2,3,suicidio
llama3:latest,P1,3,10,7,9,lanceiro,arqueiro,neutra,nao,1,6,suicidio
llama3:latest,P1,3,11,7,9,lanceiro,arqueiro,neutra,nao,1,6,suicidio
llama3:latest,P1,3,13,1,9,lanceiro,arqueiro,neutra,nao,1,6,suicidio
llama3:latest,P1,4,1,1,3,lanceiro,arqueiro,neutra,nao,2,2,otimo
llama3:latest,P1,4,1,1,5,arqueiro,lanceiro,neutra,sim,1,1,otimo
llama3:latest,P1,4,2,1,3,lanceiro,arqueiro,neutra,nao,2,2,otimo
llama3:latest,P1,4,2,1,15,arqueiro,lanceiro,neutra,sim,1,1,otimo
llama3:latest,P1,4,3,1,7,arqueiro,arqueiro,neutra,neutro,2,2,otimo
llama3:latest,P1,4,3,3,11,lanceiro,lanceiro,neutra,neutro,1,2,suicidio
llama3:latest,P1,4,4,1,11,cavaleiro,lanceiro,neutra,nao,5,2,desperdicio
llama3:latest,P1,4,4,1,19,cavaleiro,arqueiro,neutra,sim,5,1,desperdicio
llama3:latest,P1,4,5,1,11,lanceiro,lanceiro,neutra,neutro,1,3,suicidio
llama3:latest,P1,4,5,3,19,lanceiro,arqueiro,neutra,nao,2,4,suicidio
llama3:latest,P1,4,6,1,19,arqueiro,arqueiro,neutra,neutro,1,3,suicidio
llama3:latest,P1,4,9,1,7,lanceiro,arqueiro,neutra,nao,2,4,suicidio
llama3:latest,P1,4,12,1,7,lanceiro,arqueiro,neutra,nao,2,6,suicidio
llama3:latest,P1,5,1,1,3,lanceiro,lanceiro,neutra,neutro,2,2,otimo
llama3:latest,P1,5,1,1,5,cavaleiro,cavaleiro,neutra,neutro,1,2,suicidio
llama3:latest,P1,5,2,1,7,lanceiro,lanceiro,neutra,neutro,1,2,suicidio
llama3:latest,P1,5,2,1,21,arqueiro,arqueiro,neutra,neutro,1,2,suicidio
llama3:latest,P1,5,3,1,11,lanceiro,arqueiro,neutra,nao,1,2,suicidio
llama3:latest,P1,5,4,1,11,arqueiro,arqueiro,neutra,neutro,3,2,desperdicio
llama3:latest,P1,5,5,1,5,arqueiro,cavaleiro,neutra,nao,3,4,suicidio
llama3:latest,P1,5,5,3,11,lanceiro,arqueiro,neutra,nao,1,4,suicidio
llama3:latest,P1,5,6,1,5,arqueiro,cavaleiro,neutra,nao,1,2,suicidio
llama3:latest,P1,5,7,1,9,arqueiro,arqueiro,neutra,neutro,1,3,suicidio
llama3:latest,P1,5,8,3,9,lanceiro,arqueiro,neutra,nao,1,4,suicidio
llama3:latest,P1,5,9,1,9,lanceiro,arqueiro,neutra,nao,1,4,suicidio
llama3:latest,P1,5,9,3,7,lanceiro,lanceiro,neutra,neutro,1,3,suicidio
llama3:latest,P1,5,10,1,9,lanceiro,arqueiro,neutra,nao,1,6,suicidio
llama3:latest,P1,5,11,3,13,lanceiro,lanceiro,neutra,neutro,1,4,suicidio
llama3:latest,P1,5,13,1,5,lanceiro,cavaleiro,neutra,sim,1,2,suicidio
llama3:latest,P1,5,13,3,13,lanceiro,lanceiro,neutra,neutro,1,4,suicidio
llama3:latest,P1,5,14,1,13,lanceiro,lanceiro,neutra,neutro,1,4,suicidio
llama3:latest,P1,5,15,1,5,lanceiro,cavaleiro,neutra,sim,1,2,suicidio
