modelo,variante,seed,turno,origemId,destinoId,tipoEnviado,tipoAlvo,alvoDono,counter,Fatk,minimo,classif
llama3.1:8b,P1,2,5,3,11,lanceiro,arqueiro,neutra,nao,1,4,suicidio
llama3.1:8b,P1,2,5,19,7,lanceiro,cavaleiro,neutra,sim,2,2,otimo
llama3.1:8b,P1,2,6,5,11,arqueiro,arqueiro,neutra,neutro,2,3,suicidio
llama3.1:8b,P1,2,6,1,7,cavaleiro,cavaleiro,neutra,neutro,2,3,suicidio
llama3.1:8b,P1,2,7,3,13,lanceiro,lanceiro,neutra,neutro,1,3,suicidio
llama3.1:8b,P1,2,8,1,13,arqueiro,lanceiro,neutra,sim,2,2,otimo
llama3.1:8b,P1,2,8,11,20,lanceiro,arqueiro,neutra,nao,2,4,suicidio
llama3.1:8b,P1,2,10,5,13,lanceiro,lanceiro,neutra,neutro,1,3,suicidio
llama3.1:8b,P1,2,10,19,14,arqueiro,cavaleiro,neutra,nao,1,6,suicidio
llama3.1:8b,P1,2,12,5,21,arqueiro,arqueiro,neutra,neutro,1,4,suicidio
llama3.1:8b,P1,2,13,1,17,arqueiro,lanceiro,neutra,sim,1,3,suicidio
llama3.1:8b,P1,2,13,19,6,cavaleiro,cavaleiro,neutra,neutro,1,4,suicidio
llama3.1:8b,P1,3,1,1,5,lanceiro,arqueiro,neutra,nao,3,2,desperdicio
llama3.1:8b,P1,3,1,1,13,lanceiro,lanceiro,neutra,neutro,3,2,desperdicio
llama3.1:8b,P1,3,2,1,17,arqueiro,arqueiro,neutra,neutro,4,2,desperdicio
llama3.1:8b,P1,3,3,1,3,arqueiro,cavaleiro,neutra,nao,1,2,suicidio
llama3.1:8b,P1,3,3,5,7,lanceiro,cavaleiro,neutra,sim,3,1,desperdicio
llama3.1:8b,P1,3,4,1,23,lanceiro,lanceiro,neutra,neutro,1,2,suicidio
llama3.1:8b,P1,3,4,5,9,lanceiro,arqueiro,neutra,nao,1,2,suicidio
llama3.1:8b,P1,3,5,17,9,arqueiro,arqueiro,neutra,neutro,5,3,desperdicio
llama3.1:8b,P1,3,6,17,3,lanceiro,cavaleiro,neutra,sim,1,2,suicidio
llama3.1:8b,P1,3,6,5,9,arqueiro,arqueiro,neutra,neutro,2,3,suicidio
llama3.1:8b,P1,3,7,5,19,arqueiro,arqueiro,neutra,neutro,1,3,suicidio
llama3.1:8b,P1,3,8,9,13,arqueiro,lanceiro,neutra,sim,3,2,desperdicio
llama3.1:8b,P1,3,8,23,8,arqueiro,arqueiro,neutra,neutro,2,3,suicidio
llama3.1:8b,P1,3,11,17,20,lanceiro,lanceiro,neutra,neutro,1,4,suicidio
llama3.1:8b,P1,3,13,13,8,arqueiro,arqueiro,neutra,neutro,2,4,suicidio
llama3.1:8b,P1,3,14,1,3,arqueiro,cavaleiro,neutra,nao,2,4,suicidio
llama3.1:8b,P1,3,15,7,11,arqueiro,cavaleiro,neutra,nao,2,8,suicidio
llama3.1:8b,P1,4,1,1,3,lanceiro,arqueiro,neutra,nao,3,2,desperdicio
llama3.1:8b,P1,4,1,1,5,lanceiro,lanceiro,neutra,neutro,3,2,desperdicio
llama3.1:8b,P1,4,2,1,3,arqueiro,arqueiro,neutra,neutro,2,2,otimo
llama3.1:8b,P1,4,2,5,15,lanceiro,lanceiro,neutra,neutro,1,2,suicidio
llama3.1:8b,P1,4,3,3,15,arqueiro,lanceiro,neutra,sim,4,1,desperdicio
llama3.1:8b,P1,4,5,1,13,arqueiro,cavaleiro,neutra,nao,2,4,suicidio
llama3.1:8b,P1,4,5,5,21,lanceiro,cavaleiro,neutra,sim,2,2,otimo
llama3.1:8b,P1,4,6,1,13,arqueiro,cavaleiro,neutra,nao,3,4,suicidio
llama3.1:8b,P1,4,7,1,7,lanceiro,arqueiro,neutra,nao,1,4,suicidio
llama3.1:8b,P1,4,8,5,11,lanceiro,lanceiro,neutra,neutro,2,3,suicidio
llama3.1:8b,P1,4,9,5,19,arqueiro,arqueiro,neutra,neutro,1,3,suicidio
llama3.1:8b,P1,4,9,15,7,arqueiro,arqueiro,neutra,neutro,5,3,desperdicio
llama3.1:8b,P1,4,10,15,19,arqueiro,arqueiro,neutra,neutro,1,4,suicidio
llama3.1:8b,P1,4,12,15,7,lanceiro,arqueiro,neutra,nao,1,6,suicidio
llama3.1:8b,P1,4,12,13,11,lanceiro,lanceiro,neutra,neutro,4,2,desperdicio
llama3.1:8b,P1,4,14,21,19,lanceiro,arqueiro,neutra,nao,3,6,suicidio
llama3.1:8b,P1,5,1,1,21,lanceiro,arqueiro,neutra,nao,3,2,desperdicio
llama3.1:8b,P1,5,1,1,3,lanceiro,lanceiro,neutra,neutro,4,2,desperdicio
llama3.1:8b,P1,5,2,3,21,arqueiro,arqueiro,neutra,neutro,2,2,otimo
llama3.1:8b,P1,5,2,1,9,arqueiro,arqueiro,neutra,neutro,1,2,suicidio
llama3.1:8b,P1,5,3,1,7,arqueiro,lanceiro,neutra,sim,2,1,desperdicio
llama3.1:8b,P1,5,4,21,5,arqueiro,cavaleiro,neutra,nao,3,2,desperdicio
llama3.1:8b,P1,5,5,3,19,lanceiro,cavaleiro,neutra,sim,1,2,suicidio
llama3.1:8b,P1,5,6,3,19,lanceiro,cavaleiro,neutra,sim,2,2,otimo
llama3.1:8b,P1,5,7,21,14,lanceiro,lanceiro,neutra,neutro,2,3,suicidio
llama3.1:8b,P1,5,8,1,9,arqueiro,arqueiro,neutra,neutro,2,3,suicidio
llama3.1:8b,P1,5,9,21,6,lanceiro,lanceiro,neutra,neutro,1,3,suicidio
llama3.1:8b,P1,5,9,3,13,lanceiro,lanceiro,neutra,neutro,1,3,suicidio
llama3.1:8b,P1,5,12,3,13,arqueiro,lanceiro,neutra,sim,1,3,suicidio
llama3.1:8b,P1,5,13,5,9,arqueiro,arqueiro,neutra,neutro,2,3,suicidio
llama3.1:8b,P1,5,13,11,13,arqueiro,lanceiro,neutra,sim,3,3,otimo
llama3.1:8b,P1,5,14,19,13,lanceiro,lanceiro,neutra,neutro,3,4,suicidio
llama3.1:8b,P1,5,15,5,7,arqueiro,lanceiro,neutra,sim,2,4,suicidio
