modelo,variante,seed,turno,origemId,destinoId,tipoEnviado,tipoAlvo,alvoDono,counter,Fatk,minimo,classif
qwen2.5:3b,P0,5,3,3,7,lanceiro,lanceiro,neutra,neutro,3,2,desperdicio
qwen2.5:3b,P0,5,4,21,5,cavaleiro,cavaleiro,neutra,neutro,1,2,suicidio
qwen2.5:3b,P0,5,4,21,6,cavaleiro,lanceiro,neutra,nao,1,2,suicidio
qwen2.5:3b,P0,5,6,3,7,lanceiro,lanceiro,neutra,neutro,1,3,suicidio
qwen2.5:3b,P0,5,7,21,19,lanceiro,cavaleiro,neutra,sim,3,2,desperdicio
qwen2.5:3b,P0,5,10,21,9,arqueiro,arqueiro,neutra,neutro,2,4,suicidio
qwen2.5:3b,P0,5,10,5,11,lanceiro,arqueiro,neutra,nao,4,4,otimo
qwen2.5:3b,P0,5,13,5,7,cavaleiro,lanceiro,neutra,nao,1,6,suicidio
qwen2.5:3b,P0,5,13,5,9,cavaleiro,arqueiro,neutra,sim,1,3,suicidio
qwen2.5:3b,P0,5,15,5,9,lanceiro,arqueiro,neutra,nao,3,6,suicidio
